filename,width,height,class,xmin,ymin,xmax,ymax,binary_class
Cardboard_108_jpg.rf.82ec352cd27bcfc97363b4a00bb16527.jpg,640,640,non-plastic,32,114,599,580,0
Paper_381_jpg.rf.ee27e47e639d1f69e63774c4cbe4525e.jpg,640,640,non-plastic,124,122,519,517,0
Plastic_19_jpg.rf.9a623380d824ba497c814b2f16f4277d.jpg,640,640,plastic,145,138,462,476,1
paper73_jpg.rf.e349fe4fc4d2fee5b35dc7e70cc4a172.jpg,640,640,non-plastic,5,0,629,640,0
Metal_31_jpg.rf.30736494937a3412095bf419d1868e4a.jpg,640,640,non-plastic,203,212,476,447,0
plastic_984_jpg.rf.4513126209d6f1b8e65398dabfc6353e.jpg,640,640,plastic,265,37,403,547,1
metal441_jpg.rf.a4a7229f4a132b55394b7fd81c030e6d.jpg,640,640,non-plastic,175,134,497,640,0
Vegetation_61_jpg.rf.7a65b2f800d24ec7f9fb105b5a4553ec.jpg,640,640,non-plastic,108,14,454,614,0
Metal_85_jpg.rf.3437dcce9b850a37d09bd26f770aa947.jpg,640,640,non-plastic,92,173,512,447,0
Cardboard_357_jpg.rf.43945ee3f7ac424b05fb5b9ee3c11cac.jpg,640,640,non-plastic,5,58,631,576,0
Metal_128_jpg.rf.03d343d39f62165b9651e56f0cc350f8.jpg,640,640,non-plastic,195,152,424,383,0
Cardboard_269_jpg.rf.cca3021ad43152277868f4415af49cdf.jpg,640,640,non-plastic,39,101,584,486,0
Plastic_272_jpg.rf.297973102a8d05d0cb3e8cba49cb3d15.jpg,640,640,plastic,213,92,477,578,1
Cardboard_390_jpg.rf.30539cdf85bec56a983f8dd807674d0e.jpg,640,640,non-plastic,139,97,448,508,0
metal166_jpg.rf.0746561c8a64416bfda4681f895ce888.jpg,640,640,non-plastic,225,69,613,621,0
metal-325_jpg.rf.cc13a55c525b703c23fd53999064d64f.jpg,640,640,non-plastic,0,0,640,640,0
plastic_420_jpg.rf.1737f87fc4d8878827428aecb96623e5.jpg,640,640,plastic,106,182,278,566,1
plastic_420_jpg.rf.1737f87fc4d8878827428aecb96623e5.jpg,640,640,plastic,242,27,403,394,1
plastic_420_jpg.rf.1737f87fc4d8878827428aecb96623e5.jpg,640,640,plastic,353,211,546,583,1
Paper_114_jpg.rf.7d3bb6dc4c0fda58f7551d31efe5713b.jpg,640,640,non-plastic,96,86,560,547,0
Metal_687_jpg.rf.f93b645516bb7d879a0197711c797e40.jpg,640,640,non-plastic,126,54,463,447,0
O_6734_jpg.rf.5d07e21061a97c8c6714e4b59b69dacb.jpg,640,640,non-plastic,95,63,528,594,0
Food-Organics_343_jpg.rf.2d2b046557c21cd1e17d6c8096ee40e1.jpg,640,640,non-plastic,143,136,503,466,0
metal-2356_jpg.rf.33e096bce6ebd20247fe411555e48cb6.jpg,640,640,non-plastic,203,82,448,565,0
plastic_892_jpg.rf.201b6c610d07694f5a387d132b1f81b8.jpg,640,640,plastic,21,0,640,640,1
cardboard-704_jpg.rf.aa73d3d8b9993d305cb1f7dbe890c632.jpg,640,640,non-plastic,177,42,463,565,0
Metal_679_jpg.rf.304cad891c22aa86fd72c2b72870dbf6.jpg,640,640,non-plastic,173,65,549,479,0
Metal_225_jpg.rf.bf24553813b640fc354b62ba23d43317.jpg,640,640,non-plastic,106,135,448,500,0
Plastic_342_jpg.rf.3c7c1c27e6e5e79d54c5e11494535b55.jpg,640,640,plastic,159,32,414,312,1
O_11631_jpg.rf.d9fc40ec47b90eb45d96787243df873d.jpg,640,640,non-plastic,2,158,279,441,0
O_11631_jpg.rf.d9fc40ec47b90eb45d96787243df873d.jpg,640,640,non-plastic,269,0,640,387,0
O_11631_jpg.rf.d9fc40ec47b90eb45d96787243df873d.jpg,640,640,non-plastic,257,365,391,497,0
O_11631_jpg.rf.d9fc40ec47b90eb45d96787243df873d.jpg,640,640,non-plastic,187,505,477,640,0
O_11631_jpg.rf.d9fc40ec47b90eb45d96787243df873d.jpg,640,640,non-plastic,470,423,585,542,0
Plastic_428_jpg.rf.1e99c568e2e135604bcf88a2c3bf8fab.jpg,640,640,plastic,129,60,525,521,1
Plastic_623_jpg.rf.76edabba3cdbdc39145374e83391695f.jpg,640,640,plastic,159,168,483,447,1
Plastic_198_jpg.rf.d92eb6d586e9b635a12ea49fca927af4.jpg,640,640,plastic,197,193,403,544,1
Food-Organics_92_jpg.rf.f9ceeecccf3c131f30eb98e6e6de63d5.jpg,640,640,non-plastic,193,200,468,494,0
Plastic_370_jpg.rf.e584fc478267e0c549410942361796c7.jpg,640,640,plastic,162,177,456,473,1
Plastic_138_jpg.rf.17de2b6e43141564120e1532d076a94a.jpg,640,640,plastic,124,98,411,514,1
Food-Organics_141_jpg.rf.29faa00535d7be33afdd06a0a58781e5.jpg,640,640,non-plastic,262,160,394,423,0
Paper_164_jpg.rf.31372e0cb99f6fc0f1aeda549d44e5c6.jpg,640,640,non-plastic,66,73,582,531,0
Plastic_29_jpg.rf.4e003f05884293bdde07c6020f11baf8.jpg,640,640,plastic,150,165,485,483,1
metal1_jpg.rf.25701be00efd1c1670865944b3c1c952.jpg,640,640,non-plastic,6,8,640,420,0
plastic_194_jpg.rf.e4c59543c4ab4be8ddebefb6ac7ed063.jpg,640,640,plastic,0,1,241,640,1
plastic_194_jpg.rf.e4c59543c4ab4be8ddebefb6ac7ed063.jpg,640,640,plastic,398,0,617,640,1
paper425_jpg.rf.ed438158d73542b838db5df6a950af6d.jpg,640,640,non-plastic,9,120,564,611,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,69,135,210,253,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,103,240,242,351,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,97,340,231,447,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,40,443,186,570,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,255,458,382,589,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,422,460,585,585,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,389,339,541,458,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,418,215,578,337,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,428,94,579,214,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,213,105,358,217,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,260,213,413,338,0
biological184_jpg.rf.aa9c55094951ad1f5233d7c73fba67a4.jpg,640,640,non-plastic,277,343,390,450,0
Metal_715_jpg.rf.867afc1fcf65b8d9a08034af6968a9cc.jpg,640,640,non-plastic,253,140,365,396,0
Cardboard_276_jpg.rf.4e70488073be1c29769682c60c9fae90.jpg,640,640,non-plastic,42,220,580,496,0
Plastic_535_jpg.rf.f2054c275ff92f50d27cdf6d71ec68e5.jpg,640,640,plastic,108,133,536,538,1
Plastic_275_jpg.rf.125baaedae314e70dbe78f6649be06ed.jpg,640,640,plastic,50,43,528,568,1
plastic298_jpg.rf.343fae8b5b4c857289f9eee829f93c35.jpg,640,640,plastic,192,66,640,638,1
metal-2410_jpg.rf.7804e3fc03c167b7229734e25ae08b63.jpg,640,640,non-plastic,20,247,111,531,0
metal-2410_jpg.rf.7804e3fc03c167b7229734e25ae08b63.jpg,640,640,non-plastic,135,248,230,540,0
metal-2410_jpg.rf.7804e3fc03c167b7229734e25ae08b63.jpg,640,640,non-plastic,268,250,365,558,0
metal-2410_jpg.rf.7804e3fc03c167b7229734e25ae08b63.jpg,640,640,non-plastic,398,248,497,537,0
metal-2410_jpg.rf.7804e3fc03c167b7229734e25ae08b63.jpg,640,640,non-plastic,529,244,625,539,0
Metal_759_jpg.rf.9da55ef6c6b9cbe02f3c7fe64105466b.jpg,640,640,non-plastic,198,189,437,428,0
Food-Organics_157_jpg.rf.4778f5b511c077291a6cac63b84c5883.jpg,640,640,non-plastic,42,126,625,531,0
Plastic_237_jpg.rf.69e1f5db337fed7b7096c47585aab2cb.jpg,640,640,plastic,127,87,438,535,1
cardboard-1032_jpg.rf.f315a53cc9cf550c3650ea5496e6d15a.jpg,640,640,non-plastic,46,5,634,640,0
Plastic_217_jpg.rf.10319513e1a718aca7501ca9c25eb446.jpg,640,640,plastic,210,229,417,426,1
O_11500_jpg.rf.f8638b785b7783aaf69e05e49e7d19b7.jpg,640,640,non-plastic,0,0,612,635,0
Paper_320_jpg.rf.ad3c8f5c3b9b7176a6f23bef5ae801f0.jpg,640,640,non-plastic,196,197,501,422,0
Vegetation_109_jpg.rf.120669cbf99b3c2e7b7ce7cfda8fa0a3.jpg,640,640,non-plastic,3,99,638,631,0
plastic_1508_jpg.rf.4b0bbae22af1099a624087798f7ce615.jpg,640,640,plastic,6,0,640,640,1
plastic_809_jpg.rf.3cb6551089868700fdbb57b4767800c3.jpg,640,640,plastic,0,159,640,486,1
plastic_554_jpg.rf.3fae0f8c035fd652aaef13350866abc4.jpg,640,640,plastic,227,52,419,582,1
plastic_1233_jpg.rf.432cb5df22eb7070901b4be8fce8523f.jpg,640,640,plastic,112,250,515,539,1
Plastic_99_jpg.rf.82749b082c6bf8c82cd4634f3542a431.jpg,640,640,plastic,153,123,439,504,1
paper-35_jpg.rf.1a6e597f0e885bf90acdace354b20196.jpg,640,640,non-plastic,120,45,527,579,0
plastic_458_jpg.rf.114d25f108f8cf7ce3b748dde39af590.jpg,640,640,plastic,180,25,465,627,1
can_1_scl20_jpg.rf.165050aba1743b485d927723029de3bf.jpg,640,640,non-plastic,195,136,423,536,0
paper43_jpg.rf.365a014570bd99150d4bb93c2ae501d1.jpg,640,640,non-plastic,0,205,640,640,0
Vegetation_329_jpg.rf.ac2463dd132975b29aac66a3837e30ce.jpg,640,640,non-plastic,43,27,570,583,0
Metal_81_jpg.rf.abb081b3f4b7bc7895d706cc4bc7ffdc.jpg,640,640,non-plastic,129,65,452,483,0
Cardboard_247_jpg.rf.5771d1052ac4416342601b67d5ba5ad4.jpg,640,640,non-plastic,0,2,638,636,0
Glass_88_jpg.rf.64770890226e50dc4b87301ef8705c31.jpg,640,640,non-plastic,163,208,485,399,0
Metal_13_jpg.rf.f6cb22a6e2a543ba024befde72bdbda9.jpg,640,640,non-plastic,85,74,527,554,0
Glass_321_jpg.rf.0d25a9376c19708379671c508f00540c.jpg,640,640,non-plastic,154,168,405,491,0
Food-Organics_205_jpg.rf.b86d3cb9a8896c03fbaefaf8b4cbaad5.jpg,640,640,non-plastic,213,252,439,447,0
metal-1_jpg.rf.b594849be2836a9130f6150150d563a3.jpg,640,640,non-plastic,58,170,326,549,0
metal-1_jpg.rf.b594849be2836a9130f6150150d563a3.jpg,640,640,non-plastic,345,165,627,557,0
Vegetation_92_jpg.rf.a6e090ea3ea1b4be19bb20a79e8ea61f.jpg,640,640,non-plastic,9,8,630,614,0
Cardboard_101_jpg.rf.af824e8ea790774d7909b0a04d030cf8.jpg,640,640,non-plastic,22,36,604,600,0
Plastic_215_jpg.rf.5b89a9b90990fa8becd48ddd24c61138.jpg,640,640,plastic,127,88,545,507,1
Vegetation_154_jpg.rf.75139c8154e519936ac69228bec42fe6.jpg,640,640,non-plastic,53,79,560,519,0
Plastic_374_jpg.rf.1fb38a6fdd2aed89dc90c4e67fd60004.jpg,640,640,plastic,73,47,558,574,1
plastic_272_jpg.rf.19a8f326ffb5647d9e738767ec8556db.jpg,640,640,plastic,220,109,443,546,1
metal-70_jpg.rf.708e5be24638ea94da8bc6498813ca3c.jpg,640,640,non-plastic,145,5,640,596,0
plastic_853_jpg.rf.ae746ec77576145602f4e13f0a399814.jpg,640,640,plastic,216,247,404,404,1
Metal_70_jpg.rf.2d3555154cf5b1ec4338662e29c005a1.jpg,640,640,non-plastic,200,35,508,427,0
Food-Organics_144_jpg.rf.09d1e1968713b1dbbed501124d31ae75.jpg,640,640,non-plastic,156,180,481,520,0
Metal_600_jpg.rf.dcd4837dfa8b6305d7106b0e3319ed14.jpg,640,640,non-plastic,108,153,414,457,0
Metal_650_jpg.rf.a7a70b3f5fb439c0984a22771876c8db.jpg,640,640,non-plastic,93,108,578,392,0
Cardboard_4_jpg.rf.e07d6d075ab5515121c3b6a4cf3cd3de.jpg,640,640,non-plastic,0,40,610,612,0
Glass_49_jpg.rf.164e06f874783433ca176caaddee25a2.jpg,640,640,non-plastic,153,24,411,599,0
plastic_201_jpg.rf.cd713208266f2ed4c44f043ea30220aa.jpg,640,640,plastic,138,160,547,535,1
Glass_78_jpg.rf.8b0b2e4228c8b2365060114fbf84e8f3.jpg,640,640,non-plastic,212,173,472,456,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,135,181,256,302,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,140,302,249,408,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,142,404,261,516,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,245,200,315,296,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,255,302,313,395,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,271,387,374,515,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,319,208,393,299,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,323,299,396,392,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,415,346,488,482,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,488,203,598,361,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,486,346,589,504,0
cardboard-730_jpg.rf.2500eaca6f5edc7886b16005ea9a8dad.jpg,640,640,non-plastic,370,387,404,482,0
Vegetation_160_jpg.rf.7e6f8ee72a40c48d279294836357c38a.jpg,640,640,non-plastic,0,2,600,557,0
paper_004_jpg.rf.662893e420add8deeb1e08446dbc4083.jpg,640,640,non-plastic,28,0,593,450,0
Glass_173_jpg.rf.8024082a63d9bb2df7f99479712b03f5.jpg,640,640,non-plastic,168,169,464,408,0
plastic24_jpg.rf.21bb0b961d5b8a5d92272fd346f981d0.jpg,640,640,plastic,19,0,561,480,1
metal-2061-Copy_jpg.rf.81a67aa08df554d15db5a671f23b4e04.jpg,640,640,non-plastic,16,112,254,499,0
metal-2061-Copy_jpg.rf.81a67aa08df554d15db5a671f23b4e04.jpg,640,640,non-plastic,200,36,459,556,0
plastic-2287_jpg.rf.df2b7565a96520844310d192b3ed77a9.jpg,640,640,plastic,189,242,458,505,1
metal388_jpg.rf.9891a13b6b2041181b9f6567aa89a5cc.jpg,640,640,non-plastic,122,229,487,640,0
glass-5_jpg.rf.8eee8b6bbd5e86e8f62c66dfb1723cb1.jpg,640,640,non-plastic,386,160,640,559,0
Metal_618_jpg.rf.9e65e00ac8aa9c36888728844be32257.jpg,640,640,non-plastic,42,55,617,515,0
Glass_398_jpg.rf.98a1ca02b69e6de6d0b90d3f6b7931e9.jpg,640,640,non-plastic,202,168,450,433,0
Glass_110_jpg.rf.5d81d81ce75e93fbc6c347ffa9e0c5fc.jpg,640,640,non-plastic,249,103,433,454,0
Glass_271_jpg.rf.251d406f4b6ccb9c8a6b34b3b060d668.jpg,640,640,non-plastic,126,164,570,386,0
Metal_682_jpg.rf.0752c28777e22a00efc53217e1a61f4b.jpg,640,640,non-plastic,219,25,371,536,0
paper578_jpg.rf.887f4b22ac5dc1eb9e1108f5acfb64ca.jpg,640,640,non-plastic,0,0,608,639,0
Glass_182_jpg.rf.8943635752eaa37725f8e9b0ccad894e.jpg,640,640,non-plastic,162,185,470,464,0
Plastic_816_jpg.rf.f5c0b2f4024559dedc0365e70b5720ad.jpg,640,640,plastic,123,66,506,539,1
plastic_291_jpg.rf.2d507d97c735c253a9f83a3164356247.jpg,640,640,plastic,93,65,592,545,1
plastic_1538_jpg.rf.98bdb2330f4a3586416b12c43b4f0340.jpg,640,640,plastic,96,10,567,625,1
Cardboard_383_jpg.rf.acc418a642807ff9df612403437b06ca.jpg,640,640,non-plastic,23,70,610,564,0
pbottleti1a_icstone2_jpg.rf.f7e12f1a48ec0c47c4d2b2216003e161.jpg,640,640,plastic,26,49,554,505,0
Plastic_604_jpg.rf.1e59b7a05c71adeca28ce9333619ab38.jpg,640,640,plastic,108,128,606,526,1
O_7733_jpg.rf.86ca6fbca74c8b9f1c51742e5cfd8cf7.jpg,640,640,non-plastic,152,82,573,408,0
plastic_1486_jpg.rf.f1859715d145c691ff78e8443df010e6.jpg,640,640,plastic,215,80,432,623,1
Plastic_697_jpg.rf.d112703d875f05ebe2ffccee07afd0fc.jpg,640,640,plastic,63,69,601,518,1
plastic_69_jpg.rf.6dec8190afa9509d3c357d5c93cdf297.jpg,640,640,plastic,175,72,312,475,1
plastic_69_jpg.rf.6dec8190afa9509d3c357d5c93cdf297.jpg,640,640,plastic,320,86,473,480,1
Plastic_628_jpg.rf.50587896e6fa821e2e303778bd5a5235.jpg,640,640,plastic,102,99,507,562,1
plastic321_jpg.rf.af603314712ef40d0f499c90ea6f34f0.jpg,640,640,plastic,0,0,640,622,1
metal-1117_jpg.rf.4f78e5647bbccb76e470b3f75f8a7cdd.jpg,640,640,non-plastic,148,5,472,327,0
metal-1117_jpg.rf.4f78e5647bbccb76e470b3f75f8a7cdd.jpg,640,640,non-plastic,7,316,321,622,0
metal-1117_jpg.rf.4f78e5647bbccb76e470b3f75f8a7cdd.jpg,640,640,non-plastic,332,315,627,629,0
biological123_jpg.rf.17b83b8dd7d4918949a8f0676bdff6f8.jpg,640,640,non-plastic,73,3,601,635,0
plastic123_jpg.rf.333626c1196513f477d07d3a7f33ea7a.jpg,640,640,plastic,139,9,521,543,1
plastic_973_jpg.rf.70cf6ec80ddbc8ff0dfe622182982da4.jpg,640,640,plastic,248,33,405,561,1
plastic372_jpg.rf.9009b1504d3cb81cd7851f2c51e109d7.jpg,640,640,plastic,245,246,391,474,1
Vegetation_361_jpg.rf.b206d5e0ccbef0fbed37b2efffeab854.jpg,640,640,non-plastic,206,79,487,615,0
Glass_123_jpg.rf.feb73d53730fa3a25ffff791a8440c76.jpg,640,640,non-plastic,208,109,513,401,0
Food-Organics_289_jpg.rf.f643302d951b163fe3d58eb99203b75a.jpg,640,640,plastic,97,46,639,569,0
metal253_jpg.rf.d9883d34451b56bf31fc8dd3e06047cd.jpg,640,640,non-plastic,153,80,487,526,0
Cardboard_127_jpg.rf.3a5b6c964c0f8c7d207ba23a8f2a7337.jpg,640,640,non-plastic,145,185,480,493,0
Vegetation_387_jpg.rf.4d0a331ea40e21a4c53bd95e412fa83c.jpg,640,640,non-plastic,4,0,634,640,0
Glass_161_jpg.rf.8c7d92cc1e7fec2dfd8da22b496fe588.jpg,640,640,non-plastic,95,63,509,388,0
Food-Organics_48_jpg.rf.9e875a680daa96858942e9b9dad7e9a0.jpg,640,640,non-plastic,180,179,409,430,0
metal323_jpg.rf.f997ceabe62d8238df763ea9e37a41ba.jpg,640,640,non-plastic,6,114,640,554,0
plastic_1389_jpg.rf.34bb5b7c4c7d0e630bc2d2d5d002440f.jpg,640,640,plastic,64,50,486,531,1
metal-1778_jpg.rf.2136a4621a9d377ad80d41093f59088c.jpg,640,640,non-plastic,1,20,110,364,0
metal-1778_jpg.rf.2136a4621a9d377ad80d41093f59088c.jpg,640,640,non-plastic,243,24,370,363,0
metal-1778_jpg.rf.2136a4621a9d377ad80d41093f59088c.jpg,640,640,non-plastic,505,4,640,379,0
metal-1778_jpg.rf.2136a4621a9d377ad80d41093f59088c.jpg,640,640,non-plastic,112,361,249,640,0
metal-1778_jpg.rf.2136a4621a9d377ad80d41093f59088c.jpg,640,640,non-plastic,366,373,511,640,0
Vegetation_242_jpg.rf.19ceb5c496182362c38e18093cfa9aef.jpg,640,640,non-plastic,153,115,600,527,0
paper419_jpg.rf.0080d9d4b808a4f715cf5a333425bc28.jpg,640,640,non-plastic,134,126,450,466,0
Paper_405_jpg.rf.00a337197ed29c94a20a25fe4cd44d3f.jpg,640,640,non-plastic,44,130,615,531,0
Plastic_724_jpg.rf.456567d92cca5e88114ce7d283b9b5bb.jpg,640,640,plastic,63,83,566,565,1
plastic_202_jpg.rf.e94d7077f4c3f85e6b7ad0541ce68398.jpg,640,640,plastic,152,18,524,606,1
plastic_857_jpg.rf.b2340a535340c3bfcbaaf2f9525698c0.jpg,640,640,plastic,251,199,400,521,1
Paper_303_jpg.rf.33cdc295b7abb90e79a442bc47d02a11.jpg,640,640,non-plastic,112,133,588,470,0
cardboard_372_jpg.rf.d49cf249bca45415c8a1e4941a295a7f.jpg,640,640,non-plastic,0,0,640,640,0
plastic_233_jpg.rf.0ab51b63db9b7083edf1c7c064fe7508.jpg,640,640,plastic,167,18,470,626,1
Plastic_403_jpg.rf.41faa6727190d4ec453e767a9171fe60.jpg,640,640,plastic,142,95,468,403,1
metal-106_jpg.rf.aa74953cda5fa120bea72e335b179270.jpg,640,640,non-plastic,64,397,372,613,0
metal-106_jpg.rf.aa74953cda5fa120bea72e335b179270.jpg,640,640,non-plastic,35,85,190,195,0
Metal_760_jpg.rf.ce3f5e6127b07dfe93207cd4026ba65b.jpg,640,640,non-plastic,235,179,433,401,0
metal468_jpg.rf.26c78747614dd95d103a17f563b7f5c5.jpg,640,640,non-plastic,44,82,613,591,0
paper-2606_jpg.rf.73f337325bbddb3e549052af23b395e6.jpg,640,640,non-plastic,78,28,583,617,0
plastic_1115_jpg.rf.cf13e90e30f83c2abf9b80eb7e1d0d79.jpg,640,640,plastic,0,0,640,528,1
Metal_519_jpg.rf.d94a462ff1f64eb0909768ac114c53cf.jpg,640,640,non-plastic,129,149,479,507,0
Vegetation_94_jpg.rf.b5124660df5484e4158c0a3fd56d12e8.jpg,640,640,non-plastic,0,0,640,640,0
cardboard-2005-Copy_jpg.rf.78062e0f3150618f3bfffede308fcb26.jpg,640,640,non-plastic,24,77,333,303,0
cardboard-2005-Copy_jpg.rf.78062e0f3150618f3bfffede308fcb26.jpg,640,640,non-plastic,127,21,624,573,0
metal497_jpg.rf.c11cb3af5916915a3c347dba3543b568.jpg,640,640,non-plastic,106,90,323,513,0
metal497_jpg.rf.c11cb3af5916915a3c347dba3543b568.jpg,640,640,non-plastic,318,293,542,529,0
Metal_647_jpg.rf.66afd9642aea5650f6b09ce7e1f58366.jpg,640,640,non-plastic,242,69,501,391,0
Metal_731_jpg.rf.2bd0e17a7bdd500ea821c3c176156a30.jpg,640,640,non-plastic,123,142,504,348,0
Cardboard_348_jpg.rf.39489f7d96aa67eb994efa0d02385b0d.jpg,640,640,non-plastic,75,86,552,544,0
Vegetation_227_jpg.rf.20353abe2f6afdd812343d79c6184206.jpg,640,640,non-plastic,7,2,529,583,0
paper675_jpg.rf.b2580d3e6fabe4422854ed6a85389668.jpg,640,640,non-plastic,0,0,640,640,0
papernoteb10_icstone03_jpg.rf.551b414caa924f99999848863ce5147a.jpg,640,640,non-plastic,55,77,267,501,0
papernoteb10_icstone03_jpg.rf.551b414caa924f99999848863ce5147a.jpg,640,640,non-plastic,368,79,585,503,0
papernoteb10_icstone03_jpg.rf.551b414caa924f99999848863ce5147a.jpg,640,640,non-plastic,317,143,327,477,0
Metal_789_jpg.rf.cef63568b176214c4baabc388fe985fa.jpg,640,640,non-plastic,78,54,424,464,0
glass-921_jpg.rf.efb82bd04d7b53f5beafef4fd7ff4031.jpg,640,640,non-plastic,73,63,567,606,0
Glass_190_jpg.rf.6e5c913c514b06f71aa6270366f7c572.jpg,640,640,non-plastic,183,75,422,521,0
metal244_jpg.rf.2ce41074692ac53468f38274b06cba91.jpg,640,640,non-plastic,23,284,493,640,0
Plastic_914_jpg.rf.41781258e75e7b2e87947193cb5e5e98.jpg,640,640,plastic,137,58,507,469,1
Food-Organics_314_jpg.rf.0b785bc77500c11da7e1ab4fcb2dc6c0.jpg,640,640,non-plastic,164,194,533,495,0
Plastic_200_jpg.rf.5adee2bf259fded9386bd15f2d66d94d.jpg,640,640,plastic,198,105,471,403,1
metal146_jpg.rf.070bb03989e2fdc8dfc09c4226895eb4.jpg,640,640,non-plastic,8,117,620,526,0
metal275_jpg.rf.94a376887822b720d53b6cc5d1ee5459.jpg,640,640,non-plastic,209,299,538,638,0
plastic311_jpg.rf.bded5a1e8807278680310d90c74171a5.jpg,640,640,plastic,226,99,529,636,1
O_4827_jpg.rf.7678b1075d1109a959a3a49e5986415f.jpg,640,640,non-plastic,164,32,543,636,0
